State,County,Diocese,DioceseState,AlsoIn
ME,kennebec,Diocese of Portland,ME,
ME,knox,Diocese of Portland,ME,
ME,lincoln,Diocese of Portland,ME,
ME,oxford,Diocese of Portland,ME,
ME,penobscot,Diocese of Portland,ME,
ME,piscataquis,Diocese of Portland,ME,
ME,sagadahoc,Diocese of Portland,ME,
ME,somerset,Diocese of Portland,ME,
ME,waldo,Diocese of Portland,ME,
ME,washington,Diocese of Portland,ME,
ME,york,Diocese of Portland,ME,
MI,alcona,Diocese of Gaylord,MI,
MI,alger,Diocese of Marquette,MI,
MI,allegan,Diocese of Kalamazoo,MI,
MI,alpena,Diocese of Gaylord,MI,
MI,antrim,Diocese of Gaylord,MI,
MI,arenac,Diocese of Saginaw,MI,
MI,baraga,Diocese of Marquette,MI,
MI,barry,Diocese of Kalamazoo,MI,
MI,bay,Diocese of Saginaw,MI,
MI,benzie,Diocese of Gaylord,MI,
MI,berrien,Diocese of Kalamazoo,MI,
MI,branch,Diocese of Kalamazoo,MI,
MI,calhoun,Diocese of Kalamazoo,MI,
MI,cass,Diocese of Kalamazoo,MI,
MI,charlevoix,Diocese of Gaylord,MI,
MI,cheboygan,Diocese of Gaylord,MI,
MI,chippewa,Diocese of Marquette,MI,
MI,clare,Diocese of Saginaw,MI,
MI,clinton,Diocese of Lansing,MI,
MI,crawford,Diocese of Gaylord,MI,
MI,delta,Diocese of Marquette,MI,
MI,dickinson,Diocese of Marquette,MI,
MI,eaton,Diocese of Lansing,MI,
MI,emmet,Diocese of Gaylord,MI,
MI,genesee,Diocese of Lansing,MI,
MI,gladwin,Diocese of Saginaw,MI,
MI,gogebic,Diocese of Marquette,MI,
MI,grand traverse,Diocese of Gaylord,MI,
MI,gratiot,Diocese of Saginaw,MI,
MI,hillsdale,Diocese of Lansing,MI,
MI,houghton,Diocese of Marquette,MI,
MI,huron,Diocese of Saginaw,MI,
MI,ingham,Diocese of Lansing,MI,
MI,ionia,Diocese of Grand Rapids,MI,
MI,iosco,Diocese of Gaylord,MI,
MI,iron,Diocese of Marquette,MI,
MI,isabella,Diocese of Saginaw,MI,
MI,jackson,Diocese of Lansing,MI,
MI,kalamazoo,Diocese of Kalamazoo,MI,
MI,kalkaska,Diocese of Gaylord,MI,
MI,kent,Diocese of Grand Rapids,MI,
MI,keweenaw,Diocese of Marquette,MI,
MI,lake,Diocese of Grand Rapids,MI,
MI,lapeer,Archdiocese of Detroit,MI,
MI,leelanau,Diocese of Gaylord,MI,
MI,lenawee,Diocese of Lansing,MI,
MI,livingston,Diocese of Lansing,MI,
MI,luce,Diocese of Marquette,MI,
MI,mackinac,Diocese of Marquette,MI,
MI,macomb,Archdiocese of Detroit,MI,
MI,manistee,Diocese of Gaylord,MI,
MI,marquette,Diocese of Marquette,MI,
MI,mason,Diocese of Grand Rapids,MI,
MI,mecosta,Diocese of Grand Rapids,MI,
MI,menominee,Diocese of Marquette,MI,
MI,midland,Diocese of Saginaw,MI,
MI,missaukee,Diocese of Gaylord,MI,
MI,monroe,Archdiocese of Detroit,MI,
MI,montcalm,Diocese of Grand Rapids,MI,
MI,montmorency,Diocese of Gaylord,MI,
MI,muskegon,Diocese of Grand Rapids,MI,
MI,newaygo,Diocese of Grand Rapids,MI,
MI,oakland,Archdiocese of Detroit,MI,
MI,oceana,Diocese of Grand Rapids,MI,
MI,ogemaw,Diocese of Gaylord,MI,
MI,ontonagon,Diocese of Marquette,MI,
MI,osceola,Diocese of Grand Rapids,MI,
MI,oscoda,Diocese of Gaylord,MI,
MI,otsego,Diocese of Gaylord,MI,
MI,ottawa,Diocese of Grand Rapids,MI,
MI,presque isle,Diocese of Gaylord,MI,
MI,roscommon,Diocese of Gaylord,MI,
MI,saginaw,Diocese of Saginaw,MI,
MI,sanilac,Diocese of Saginaw,MI,
MI,schoolcraft,Diocese of Marquette,MI,
MI,shiawassee,Diocese of Lansing,MI,
MI,st clair,Archdiocese of Detroit,MI,
MI,st joseph,Diocese of Kalamazoo,MI,
MI,tuscola,Diocese of Saginaw,MI,
MI,van buren,Diocese of Kalamazoo,MI,
MI,washtenaw,Diocese of Lansing,MI,
MI,wayne,Archdiocese of Detroit,MI,
MI,wexford,Diocese of Gaylord,MI,
MN,aitkin,Diocese of Duluth,MN,
MN,anoka,Archdiocese of Saint Paul and Minneapolis,MN,
MN,becker,Diocese of Crookston,MN,
MN,beltrami,Diocese of Crookston,MN,
MN,benton,Diocese of Saint Cloud,MN,
MN,big stone,Diocese of New Ulm,MN,
MN,blue earth,Diocese of Winona–Rochester,MN,
MN,brown,Diocese of New Ulm,MN,
MN,carlton,Diocese of Duluth,MN,
MN,carver,Archdiocese of Saint Paul and Minneapolis,MN,
MN,cass,Diocese of Duluth,MN,
MN,chippewa,Diocese of New Ulm,MN,
MN,chisago,Archdiocese of Saint Paul and Minneapolis,MN,
MN,clay,Diocese of Crookston,MN,
MN,clearwater,Diocese of Crookston,MN,
MN,cook,Diocese of Duluth,MN,
MN,cottonwood,Diocese of Winona–Rochester,MN,
MN,crow wing,Diocese of Duluth,MN,
MN,dakota,Archdiocese of Saint Paul and Minneapolis,MN,
MN,dodge,Diocese of Winona–Rochester,MN,
MN,douglas,Diocese of Saint Cloud,MN,
MN,faribault,Diocese of Winona–Rochester,MN,
MN,fillmore,Diocese of Winona–Rochester,MN,
MN,freeborn,Diocese of Winona–Rochester,MN,
MN,goodhue,Archdiocese of Saint Paul and Minneapolis,MN,
MN,grant,Diocese of Saint Cloud,MN,
MN,hennepin,Archdiocese of Saint Paul and Minneapolis,MN,
MN,houston,Diocese of Winona–Rochester,MN,
MN,hubbard,Diocese of Crookston,MN,
MN,isanti,Diocese of Saint Cloud,MN,
MN,itasca,Diocese of Duluth,MN,
MN,jackson,Diocese of Winona–Rochester,MN,
MN,kanabec,Diocese of Saint Cloud,MN,
MN,kandiyohi,Diocese of New Ulm,MN,
MN,kittson,Diocese of Crookston,MN,
MN,koochiching,Diocese of Duluth,MN,
MN,lac qui parle,Diocese of New Ulm,MN,
MN,lake,Diocese of Duluth,MN,
MN,lake of the woods,Diocese of Crookston,MN,
MN,le sueur,Archdiocese of Saint Paul and Minneapolis,MN,
MN,lincoln,Diocese of New Ulm,MN,
MN,lyon,Diocese of New Ulm,MN,
MN,mahnomen,Diocese of Crookston,MN,
MN,marshall,Diocese of Crookston,MN,
MN,martin,Diocese of Winona–Rochester,MN,
MN,mcleod,Diocese of New Ulm,MN,
MN,meeker,Diocese of New Ulm,MN,
MN,mille lacs,Diocese of Saint Cloud,MN,
MN,morrison,Diocese of Saint Cloud,MN,
MN,mower,Diocese of Winona–Rochester,MN,
MN,murray,Diocese of Winona–Rochester,MN,
MN,nicollet,Diocese of New Ulm,MN,
MN,nobles,Diocese of Winona–Rochester,MN,
MN,norman,Diocese of Crookston,MN,
MN,olmsted,Diocese of Winona–Rochester,MN,
MN,otter tail,Diocese of Saint Cloud,MN,
MN,pennington,Diocese of Crookston,MN,
MN,pine,Diocese of Duluth,MN,
MN,pipestone,Diocese of Winona–Rochester,MN,
MN,polk,Diocese of Crookston,MN,
MN,pope,Diocese of Saint Cloud,MN,
MN,ramsey,Archdiocese of Saint Paul and Minneapolis,MN,
MN,red lake,Diocese of Crookston,MN,
MN,redwood,Diocese of New Ulm,MN,
MN,renville,Diocese of New Ulm,MN,
MN,rice,Archdiocese of Saint Paul and Minneapolis,MN,
MN,rock,Diocese of Winona–Rochester,MN,
MN,roseau,Diocese of Crookston,MN,
MN,scott,Archdiocese of Saint Paul and Minneapolis,MN,
MN,sherburne,Diocese of Saint Cloud,MN,
MN,sibley,Diocese of New Ulm,MN,
MN,st louis,Diocese of Duluth,MN,
MN,stearns,Diocese of Saint Cloud,MN,
MN,steele,Diocese of Winona–Rochester,MN,
MN,stevens,Diocese of Saint Cloud,MN,
MN,swift,Diocese of New Ulm,MN,
MN,todd,Diocese of Saint Cloud,MN,
MN,traverse,Diocese of Saint Cloud,MN,
MN,wabasha,Diocese of Winona–Rochester,MN,
MN,wadena,Diocese of Saint Cloud,MN,
MN,waseca,Diocese of Winona–Rochester,MN,
MN,washington,Archdiocese of Saint Paul and Minneapolis,MN,
MN,watonwan,Diocese of Winona–Rochester,MN,
MN,wilkin,Diocese of Saint Cloud,MN,
MN,winona,Diocese of Winona–Rochester,MN,
MN,wright,Archdiocese of Saint Paul and Minneapolis,MN,
MN,yellow medicine,Diocese of New Ulm,MN,
MO,adair,Diocese of Jefferson City,MO,
MO,andrew,Diocese of Kansas City–Saint Joseph,MO,
MO,atchison,Diocese of Kansas City–Saint Joseph,MO,
MO,audrain,Diocese of Jefferson City,MO,
MO,barry,Diocese of Springfield–Cape Girardeau,MO,
MO,barton,Diocese of Springfield–Cape Girardeau,MO,
MO,bates,Diocese of Kansas City–Saint Joseph,MO,
MO,benton,Diocese of Jefferson City,MO,
MO,bollinger,Diocese of Springfield–Cape Girardeau,MO,
MO,boone,Diocese of Jefferson City,MO,
MO,buchanan,Diocese of Kansas City–Saint Joseph,MO,
MO,butler,Diocese of Springfield–Cape Girardeau,MO,
MO,caldwell,Diocese of Kansas City–Saint Joseph,MO,
MO,callaway,Diocese of Jefferson City,MO,
MO,camden,Diocese of Jefferson City,MO,
MO,cape girardeau,Diocese of Springfield–Cape Girardeau,MO,
MO,carroll,Diocese of Kansas City–Saint Joseph,MO,
MO,carter,Diocese of Springfield–Cape Girardeau,MO,
MO,cass,Diocese of Kansas City–Saint Joseph,MO,
MO,cedar,Diocese of Springfield–Cape Girardeau,MO,
MO,chariton,Diocese of Jefferson City,MO,
MO,christian,Diocese of Springfield–Cape Girardeau,MO,
MO,clark,Diocese of Jefferson City,MO,
MO,clay,Diocese of Kansas City–Saint Joseph,MO,
MO,clinton,Diocese of Kansas City–Saint Joseph,MO,
MO,cole,Diocese of Jefferson City,MO,
MO,cooper,Diocese of Jefferson City,MO,
MO,crawford,Diocese of Jefferson City,MO,
MO,dade,Diocese of Springfield–Cape Girardeau,MO,
MO,dallas,Diocese of Springfield–Cape Girardeau,MO,
MO,daviess,Diocese of Kansas City–Saint Joseph,MO,
MO,dekalb,Diocese of Kansas City–Saint Joseph,MO,
MO,dent,Diocese of Springfield–Cape Girardeau,MO,
MO,douglas,Diocese of Springfield–Cape Girardeau,MO,
MO,dunklin,Diocese of Springfield–Cape Girardeau,MO,
MO,franklin,Archdiocese of St. Louis,MO,
MO,gasconade,Diocese of Jefferson City,MO,
MO,gentry,Diocese of Kansas City–Saint Joseph,MO,
MO,greene,Diocese of Springfield–Cape Girardeau,MO,
MO,grundy,Diocese of Kansas City–Saint Joseph,MO,
MO,harrison,Diocese of Kansas City–Saint Joseph,MO,
MO,henry,Diocese of Kansas City–Saint Joseph,MO,
MO,hickory,Diocese of Jefferson City,MO,
MO,holt,Diocese of Kansas City–Saint Joseph,MO,
MO,howard,Diocese of Jefferson City,MO,
MO,howell,Diocese of Springfield–Cape Girardeau,MO,
MO,iron,Diocese of Springfield–Cape Girardeau,MO,
MO,jackson,Diocese of Kansas City–Saint Joseph,MO,
MO,jasper,Diocese of Springfield–Cape Girardeau,MO,
MO,jefferson,Archdiocese of St. Louis,MO,
MO,johnson,Diocese of Kansas City–Saint Joseph,MO,
MO,knox,Diocese of Jefferson City,MO,
MO,laclede,Diocese of Springfield–Cape Girardeau,MO,
MO,lafayette,Diocese of Kansas City–Saint Joseph,MO,
MO,lawrence,Diocese of Springfield–Cape Girardeau,MO,
MO,lewis,Diocese of Jefferson City,MO,
MO,lincoln,Archdiocese of St. Louis,MO,
MO,linn,Diocese of Jefferson City,MO,
MO,livingston,Diocese of Kansas City–Saint Joseph,MO,
MO,macon,Diocese of Jefferson City,MO,
MO,madison,Diocese of Springfield–Cape Girardeau,MO,
MO,maries,Diocese of Jefferson City,MO,
MO,marion,Diocese of Jefferson City,MO,
MO,mcdonald,Diocese of Springfield–Cape Girardeau,MO,
MO,mercer,Diocese of Kansas City–Saint Joseph,MO,
MO,miller,Diocese of Jefferson City,MO,
MO,mississippi,Diocese of Springfield–Cape Girardeau,MO,
MO,moniteau,Diocese of Jefferson City,MO,
MO,monroe,Diocese of Jefferson City,MO,
MO,montgomery,Diocese of Jefferson City,MO,
MO,morgan,Diocese of Jefferson City,MO,
MO,new madrid,Diocese of Springfield–Cape Girardeau,MO,
MO,newton,Diocese of Springfield–Cape Girardeau,MO,
MO,nodaway,Diocese of Kansas City–Saint Joseph,MO,
MO,oregon,Diocese of Springfield–Cape Girardeau,MO,
MO,osage,Diocese of Jefferson City,MO,
MO,ozark,Diocese of Springfield–Cape Girardeau,MO,
MO,pemiscot,Diocese of Springfield–Cape Girardeau,MO,
MO,perry,Archdiocese of St. Louis,MO,
MO,pettis,Diocese of Jefferson City,MO,
MO,phelps,Diocese of Jefferson City,MO,
MO,pike,Diocese of Jefferson City,MO,
MO,platte,Diocese of Kansas City–Saint Joseph,MO,
MO,polk,Diocese of Springfield–Cape Girardeau,MO,
MO,pulaski,Diocese of Jefferson City,MO,
MO,putnam,Diocese of Jefferson City,MO,
MO,ralls,Diocese of Jefferson City,MO,
MO,randolph,Diocese of Jefferson City,MO,
MO,ray,Diocese of Kansas City–Saint Joseph,MO,
MO,reynolds,Diocese of Springfield–Cape Girardeau,MO,
MO,ripley,Diocese of Springfield–Cape Girardeau,MO,
MO,saline,Diocese of Jefferson City,MO,
MO,schuyler,Diocese of Jefferson City,MO,
MO,scotland,Diocese of Jefferson City,MO,
MO,scott,Diocese of Springfield–Cape Girardeau,MO,
MO,shannon,Diocese of Springfield–Cape Girardeau,MO,
MO,shelby,Diocese of Jefferson City,MO,
MO,st charles,Archdiocese of St. Louis,MO,
MO,st clair,Diocese of Kansas City–Saint Joseph,MO,
MO,st francois,Archdiocese of St. Louis,MO,
MO,st louis,Archdiocese of St. Louis,MO,
MO,st louis city,Archdiocese of St. Louis,MO,
MO,ste genevieve,Archdiocese of St. Louis,MO,
MO,stoddard,Diocese of Springfield–Cape Girardeau,MO,
MO,stone,Diocese of Springfield–Cape Girardeau,MO,
MO,sullivan,Diocese of Jefferson City,MO,
MO,taney,Diocese of Springfield–Cape Girardeau,MO,
MO,texas,Diocese of Springfield–Cape Girardeau,MO,
MO,vernon,Diocese of Kansas City–Saint Joseph,MO,
MO,warren,Archdiocese of St. Louis,MO,
MO,washington,Archdiocese of St. Louis,MO,
MO,wayne,Diocese of Springfield–Cape Girardeau,MO,
MO,webster,Diocese of Springfield–Cape Girardeau,MO,
MO,worth,Diocese of Kansas City–Saint Joseph,MO,
MO,wright,Diocese of Springfield–Cape Girardeau,MO,
MS,adams,Diocese of Jackson,MS,
MS,alcorn,Diocese of Jackson,MS,
MS,amite,Diocese of Jackson,MS,
MS,attala,Diocese of Jackson,MS,
MS,benton,Diocese of Jackson,MS,
MS,bolivar,Diocese of Jackson,MS,
MS,calhoun,Diocese of Jackson,MS,
MS,carroll,Diocese of Jackson,MS,
MS,chickasaw,Diocese of Jackson,MS,
MS,choctaw,Diocese of Jackson,MS,
MS,claiborne,Diocese of Jackson,MS,
MS,clarke,Diocese of Jackson,MS,
MS,clay,Diocese of Jackson,MS,
MS,coahoma,Diocese of Jackson,MS,
MS,copiah,Diocese of Jackson,MS,
MS,covington,Diocese of Biloxi,MS,
MS,desoto,Diocese of Jackson,MS,
MS,forrest,Diocese of Biloxi,MS,
MS,franklin,Diocese of Jackson,MS,
MS,george,Diocese of Biloxi,MS,
MS,greene,Diocese of Biloxi,MS,
MS,grenada,Diocese of Jackson,MS,
MS,hancock,Diocese of Biloxi,MS,
MS,harrison,Diocese of Biloxi,MS,
MS,hinds,Diocese of Jackson,MS,
MS,holmes,Diocese of Jackson,MS,
MS,humphreys,Diocese of Jackson,MS,
MS,issaquena,Diocese of Jackson,MS,
MS,itawamba,Diocese of Jackson,MS,
MS,jackson,Diocese of Biloxi,MS,
MS,jasper,Diocese of Jackson,MS,
MS,jefferson,Diocese of Jackson,MS,
MS,jefferson davis,Diocese of Biloxi,MS,
MS,jones,Diocese of Biloxi,MS,
MS,kemper,Diocese of Jackson,MS,
MS,lafayette,Diocese of Jackson,MS,
MS,lamar,Diocese of Biloxi,MS,
MS,lauderdale,Diocese of Jackson,MS,
MS,lawrence,Diocese of Biloxi,MS,
MS,leake,Diocese of Jackson,MS,
MS,lee,Diocese of Jackson,MS,
MS,leflore,Diocese of Jackson,MS,
MS,lincoln,Diocese of Jackson,MS,
MS,lowndes,Diocese of Jackson,MS,
MS,madison,Diocese of Jackson,MS,
MS,marion,Diocese of Biloxi,MS,
MS,marshall,Diocese of Jackson,MS,
MS,monroe,Diocese of Jackson,MS,
MS,montgomery,Diocese of Jackson,MS,
MS,neshoba,Diocese of Jackson,MS,
MS,newton,Diocese of Jackson,MS,
MS,noxubee,Diocese of Jackson,MS,
MS,oktibbeha,Diocese of Jackson,MS,
MS,panola,Diocese of Jackson,MS,
MS,pearl river,Diocese of Biloxi,MS,
MS,perry,Diocese of Biloxi,MS,
MS,pike,Diocese of Jackson,MS,
MS,pontotoc,Diocese of Jackson,MS,
MS,prentiss,Diocese of Jackson,MS,
MS,quitman,Diocese of Jackson,MS,
MS,rankin,Diocese of Jackson,MS,
MS,scott,Diocese of Jackson,MS,
MS,sharkey,Diocese of Jackson,MS,
MS,simpson,Diocese of Jackson,MS,
MS,smith,Diocese of Jackson,MS,
MS,stone,Diocese of Biloxi,MS,
MS,sunflower,Diocese of Jackson,MS,
MS,tallahatchie,Diocese of Jackson,MS,
MS,tate,Diocese of Jackson,MS,
MS,tippah,Diocese of Jackson,MS,
MS,tishomingo,Diocese of Jackson,MS,
MS,tunica,Diocese of Jackson,MS,
MS,union,Diocese of Jackson,MS,
MS,walthall,Diocese of Biloxi,MS,
MS,warren,Diocese of Jackson,MS,
MS,washington,Diocese of Jackson,MS,
MS,wayne,Diocese of Biloxi,MS,
MS,webster,Diocese of Jackson,MS,
MS,wilkinson,Diocese of Jackson,MS,
MS,winston,Diocese of Jackson,MS,
MS,yalobusha,Diocese of Jackson,MS,
MS,yazoo,Diocese of Jackson,MS,
MT,beaverhead,Diocese of Helena,MT,
MT,big horn,Diocese of Great Falls–Billings,MT,
MT,blaine,Diocese of Great Falls–Billings,MT,
MT,broadwater,Diocese of Helena,MT,
MT,carbon,Diocese of Great Falls–Billings,MT,
MT,carter,Diocese of Great Falls–Billings,MT,
MT,cascade,Diocese of Great Falls–Billings,MT,
MT,chouteau,Diocese of Great Falls–Billings,MT,
MT,custer,Diocese of Great Falls–Billings,MT,
MT,daniels,Diocese of Great Falls–Billings,MT,
MT,dawson,Diocese of Great Falls–Billings,MT,
MT,deer lodge,Diocese of Helena,MT,
MT,fallon,Diocese of Great Falls–Billings,MT,
MT,fergus,Diocese of Great Falls–Billings,MT,
MT,flathead,Diocese of Helena,MT,
MT,gallatin,Diocese of Helena,MT,Diocese of Cheyenne
MT,garfield,Diocese of Great Falls–Billings,MT,
MT,glacier,Diocese of Helena,MT,
MT,golden valley,Diocese of Great Falls–Billings,MT,
MT,granite,Diocese of Helena,MT,
MT,hill,Diocese of Great Falls–Billings,MT,
MT,jefferson,Diocese of Helena,MT,
MT,judith basin,Diocese of Great Falls–Billings,MT,
MT,lake,Diocese of Helena,MT,
MT,lewis and clark,Diocese of Helena,MT,
MT,liberty,Diocese of Great Falls–Billings,MT,
MT,lincoln,Diocese of Helena,MT,
MT,madison,Diocese of Helena,MT,
MT,mccone,Diocese of Great Falls–Billings,MT,
MT,meagher,Diocese of Helena,MT,
MT,mineral,Diocese of Helena,MT,
MT,missoula,Diocese of Helena,MT,
MT,musselshell,Diocese of Great Falls–Billings,MT,
MT,park,Diocese of Great Falls–Billings,MT,Diocese of Cheyenne
MT,petroleum,Diocese of Great Falls–Billings,MT,
MT,phillips,Diocese of Great Falls–Billings,MT,
MT,pondera,Diocese of Helena,MT,
MT,powder river,Diocese of Great Falls–Billings,MT,
MT,powell,Diocese of Helena,MT,
MT,prairie,Diocese of Great Falls–Billings,MT,
MT,ravalli,Diocese of Helena,MT,
MT,richland,Diocese of Great Falls–Billings,MT,
MT,roosevelt,Diocese of Great Falls–Billings,MT,
MT,rosebud,Diocese of Great Falls–Billings,MT,
MT,sanders,Diocese of Helena,MT,
MT,sheridan,Diocese of Great Falls–Billings,MT,
MT,silver bow,Diocese of Helena,MT,
MT,stillwater,Diocese of Great Falls–Billings,MT,
MT,sweet grass,Diocese of Great Falls–Billings,MT,
MT,teton,Diocese of Helena,MT,Diocese of Great Falls–Billings
MT,toole,Diocese of Helena,MT,Diocese of Great Falls–Billings
MT,treasure,Diocese of Great Falls–Billings,MT,
MT,valley,Diocese of Great Falls–Billings,MT,
MT,wheatland,Diocese of Helena,MT,
MT,wibaux,Diocese of Great Falls–Billings,MT,
MT,yellowstone,Diocese of Great Falls–Billings,MT,
NC,alamance,Diocese of Raleigh,NC,
NC,alexander,Diocese of Charlotte,NC,
NC,alleghany,Diocese of Charlotte,NC,
NC,anson,Diocese of Charlotte,NC,
NC,ashe,Diocese of Charlotte,NC,
NC,avery,Diocese of Charlotte,NC,
NC,beaufort,Diocese of Raleigh,NC,
NC,bertie,Diocese of Raleigh,NC,
NC,bladen,Diocese of Raleigh,NC,
NC,brunswick,Diocese of Raleigh,NC,
NC,buncombe,Diocese of Charlotte,NC,
NC,burke,Diocese of Charlotte,NC,
NC,cabarrus,Diocese of Charlotte,NC,
NC,caldwell,Diocese of Charlotte,NC,
NC,camden,Diocese of Raleigh,NC,
NC,carteret,Diocese of Raleigh,NC,
NC,caswell,Diocese of Raleigh,NC,
NC,catawba,Diocese of Charlotte,NC,
NC,chatham,Diocese of Raleigh,NC,
NC,cherokee,Diocese of Charlotte,NC,
NC,chowan,Diocese of Raleigh,NC,
NC,clay,Diocese of Charlotte,NC,
NC,cleveland,Diocese of Charlotte,NC,
NC,columbus,Diocese of Raleigh,NC,
NC,craven,Diocese of Raleigh,NC,
NC,cumberland,Diocese of Raleigh,NC,
NC,currituck,Diocese of Raleigh,NC,
NC,dare,Diocese of Raleigh,NC,
NC,davidson,Diocese of Charlotte,NC,
NC,davie,Diocese of Charlotte,NC,
NC,duplin,Diocese of Raleigh,NC,
NC,durham,Diocese of Raleigh,NC,
NC,edgecombe,Diocese of Raleigh,NC,
NC,forsyth,Diocese of Charlotte,NC,
NC,franklin,Diocese of Raleigh,NC,
NC,gaston,Diocese of Charlotte,NC,
NC,gates,Diocese of Raleigh,NC,
NC,graham,Diocese of Charlotte,NC,
NC,granville,Diocese of Raleigh,NC,
NC,greene,Diocese of Raleigh,NC,
NC,guilford,Diocese of Charlotte,NC,
NC,halifax,Diocese of Raleigh,NC,
NC,harnett,Diocese of Raleigh,NC,
NC,haywood,Diocese of Charlotte,NC,
NC,henderson,Diocese of Charlotte,NC,
NC,hertford,Diocese of Raleigh,NC,
NC,hoke,Diocese of Raleigh,NC,
NC,hyde,Diocese of Raleigh,NC,
NC,iredell,Diocese of Charlotte,NC,
NC,jackson,Diocese of Charlotte,NC,
NC,johnston,Diocese of Raleigh,NC,
NC,jones,Diocese of Raleigh,NC,
NC,lee,Diocese of Raleigh,NC,
NC,lenoir,Diocese of Raleigh,NC,
NC,lincoln,Diocese of Charlotte,NC,
NC,macon,Diocese of Charlotte,NC,
NC,madison,Diocese of Charlotte,NC,
NC,martin,Diocese of Raleigh,NC,
NC,mcdowell,Diocese of Charlotte,NC,
NC,mecklenburg,Diocese of Charlotte,NC,
NC,mitchell,Diocese of Charlotte,NC,
NC,montgomery,Diocese of Charlotte,NC,
NC,moore,Diocese of Raleigh,NC,
NC,nash,Diocese of Raleigh,NC,
NC,new hanover,Diocese of Raleigh,NC,
NC,northampton,Diocese of Raleigh,NC,
NC,onslow,Diocese of Raleigh,NC,
NC,orange,Diocese of Raleigh,NC,
NC,pamlico,Diocese of Raleigh,NC,
NC,pasquotank,Diocese of Raleigh,NC,
NC,pender,Diocese of Raleigh,NC,
NC,perquimans,Diocese of Raleigh,NC,
NC,person,Diocese of Raleigh,NC,
NC,pitt,Diocese of Raleigh,NC,
NC,polk,Diocese of Charlotte,NC,
NC,randolph,Diocese of Charlotte,NC,
NC,richmond,Diocese of Charlotte,NC,
NC,robeson,Diocese of Raleigh,NC,
NC,rockingham,Diocese of Charlotte,NC,
NC,rowan,Diocese of Charlotte,NC,
NC,rutherford,Diocese of Charlotte,NC,
NC,sampson,Diocese of Raleigh,NC,
NC,scotland,Diocese of Raleigh,NC,
NC,stanly,Diocese of Charlotte,NC,
NC,stokes,Diocese of Charlotte,NC,
NC,surry,Diocese of Charlotte,NC,
NC,swain,Diocese of Charlotte,NC,
NC,transylvania,Diocese of Charlotte,NC,
NC,tyrrell,Diocese of Raleigh,NC,
NC,union,Diocese of Charlotte,NC,
NC,vance,Diocese of Raleigh,NC,
NC,wake,Diocese of Raleigh,NC,
NC,warren,Diocese of Raleigh,NC,
NC,washington,Diocese of Raleigh,NC,
NC,watauga,Diocese of Charlotte,NC,
NC,wayne,Diocese of Raleigh,NC,
NC,wilkes,Diocese of Charlotte,NC,
NC,wilson,Diocese of Raleigh,NC,
NC,yadkin,Diocese of Charlotte,NC,
NC,yancey,Diocese of Charlotte,NC,
ND,adams,Diocese of Bismarck,ND,
ND,barnes,Diocese of Fargo,ND,
ND,benson,Diocese of Fargo,ND,
ND,billings,Diocese of Bismarck,ND,
ND,bottineau,Diocese of Fargo,ND,Diocese of Bismarck
ND,bowman,Diocese of Bismarck,ND,
ND,burke,Diocese of Bismarck,ND,
ND,burleigh,Diocese of Bismarck,ND,
ND,cass,Diocese of Fargo,ND,
ND,cavalier,Diocese of Fargo,ND,
ND,dickey,Diocese of Fargo,ND,
ND,divide,Diocese of Bismarck,ND,
ND,dunn,Diocese of Bismarck,ND,
ND,eddy,Diocese of Fargo,ND,
ND,emmons,Diocese of Bismarck,ND,
ND,foster,Diocese of Fargo,ND,
ND,golden valley,Diocese of Bismarck,ND,
ND,grand forks,Diocese of Fargo,ND,
ND,grant,Diocese of Bismarck,ND,
ND,griggs,Diocese of Fargo,ND,
ND,hettinger,Diocese of Bismarck,ND,
ND,kidder,Diocese of Fargo,ND,
ND,lamoure,Diocese of Fargo,ND,
ND,logan,Diocese of Fargo,ND,
ND,mchenry,Diocese of Fargo,ND,
ND,mcintosh,Diocese of Fargo,ND,
ND,mckenzie,Diocese of Bismarck,ND,
ND,mclean,Diocese of Bismarck,ND,
ND,mercer,Diocese of Bismarck,ND,
ND,morton,Diocese of Bismarck,ND,
ND,mountrail,Diocese of Bismarck,ND,
ND,nelson,Diocese of Fargo,ND,
ND,oliver,Diocese of Bismarck,ND,
ND,pembina,Diocese of Fargo,ND,
ND,pierce,Diocese of Fargo,ND,
ND,ramsey,Diocese of Fargo,ND,
ND,ransom,Diocese of Fargo,ND,
ND,renville,Diocese of Bismarck,ND,
ND,richland,Diocese of Fargo,ND,
ND,rolette,Diocese of Fargo,ND,
ND,sargent,Diocese of Fargo,ND,
ND,sheridan,Diocese of Fargo,ND,
ND,sioux,Diocese of Bismarck,ND,
ND,slope,Diocese of Bismarck,ND,
ND,stark,Diocese of Bismarck,ND,
ND,steele,Diocese of Fargo,ND,
ND,stutsman,Diocese of Fargo,ND,
ND,towner,Diocese of Fargo,ND,
ND,traill,Diocese of Fargo,ND,
ND,walsh,Diocese of Fargo,ND,
ND,ward,Diocese of Bismarck,ND,
ND,wells,Diocese of Fargo,ND,
ND,williams,Diocese of Bismarck,ND,
NE,adams,Diocese of Lincoln,NE,
NE,antelope,Archdiocese of Omaha,NE,
NE,arthur,Diocese of Grand Island,NE,
NE,banner,Diocese of Grand Island,NE,
NE,blaine,Diocese of Grand Island,NE,
NE,boone,Archdiocese of Omaha,NE,
NE,box butte,Diocese of Grand Island,NE,
